what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486031732179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486031756648
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486031757876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486031761245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486031773305
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486031776615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486031790398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031792345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031827589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031830839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031855452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031861455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031927199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031930992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486031998878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032017805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032023369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486032040369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032041529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032045107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032050878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032051097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486032058583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486032062643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032063630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032063801
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1486032064755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486032072644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032129892
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1486032131407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032230554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032243420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486032260245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032270509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032468099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032474870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032476551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032477090
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032478535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032478803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032479764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032480098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032492409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032492593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032493971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032494839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032538750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032557263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032560703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032575430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032575479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032600741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032600836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032614828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032614936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032615041
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1486032615088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032620194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032642650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032644823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032648516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032654646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032656348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032658711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032661514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032665261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032672798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032677796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032686871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032689460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032697173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032699608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032710955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032714848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032718621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032728478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032728556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486032731773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032736866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032742226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032744246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032747835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486032754709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032772150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032772370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486032779291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032802699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032808619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032826956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032838811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486032841278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032889572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032889744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486032892593
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486032897881
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486032904325
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1486032934094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032943989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032945828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032958292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032960977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032962688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032966651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032967857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032968667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032971836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032983673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032995604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486032997403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033001710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033002905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033008489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033008676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033021523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033025281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033038030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033043838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486033049307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033075083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033075255
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1486033081701
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1486033082734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486033083141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486033085203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033091556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033091729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486033094980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486033099042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486033122007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033140960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033184888
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486033188410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033189278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033205202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033207553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033210373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033224669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033227115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033231422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033254715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033278693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033280055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033320858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033370254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033481519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033548458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033550097
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486033550122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033551063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033608289
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033609276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033630599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033633710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1486033638424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486033647393
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486033649904
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033650499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033664579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033702124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033702797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033713696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033715510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033769869
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1486033804574
opened,editor,,,"org.eclipse.ui.systemInPlaceEditor",1486033807074
activated,editor,,,"org.eclipse.ui.systemInPlaceEditor",1486033807105
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033814514
closed,editor,,,"org.eclipse.ui.systemInPlaceEditor",1486033814514
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486033839201
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033839905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033846600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033850985
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1486033859616
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1486033863511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486033867436
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486033904583
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033906797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033911170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033924276
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1486033949943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1486033953946
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486033957075
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486033959579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033962476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033966189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033973284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033975065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033986238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033994758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486033995715
